kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;subcategorie_nederland;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;type;vervaldatum_apk;maximum_massa_trekken_ongeremd;vervaldatum_tachograaf;vervaldatum_apk_dt;vervaldatum_tachograaf_dt;oplegger_geremd;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;aantal_staanplaatsen;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximum_trekken_massa_geremd;hoogte_voertuig_minimum;hoogte_voertuig_maximum;gem_lading_wrde;verticale_belasting_koppelpunt_getrokken_voertuig;aerodyn_voorz;verl_cab_ind;massa_alt_aandr;type_gasinstallatie;bruto_bpm;zuinigheidsclassificatie;catalogusprijs
00BDZ5;Bedrijfsauto;VOLVO;FM;20140702;kipper;N.v.t.;N.v.t.;6;18590;18690;20140626;20140701;Geen verstrekking in Open Data;Ja;;10;N3;r. balk by vooras;0.02;700;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2014-07-02T00:00:00.000;2014-06-26T00:00:00.000;2014-07-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;918;968;255;49000;;50000;;2;12777;49000;30410;20000;16000;2MR3C;20230626;750;20240527;2023-06-26T00:00:00.000;2024-05-27T00:00:00.000;;;;;;;;;;;;;;;;;;;;;;;
00BDZ9;Bedrijfsauto;VOLVO;FH;20140828;opleggertrekker;N.v.t.;N.v.t.;6;7818;7918;20140828;20140828;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2014-08-28T00:00:00.000;2014-08-28T00:00:00.000;2014-08-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;457;621;252;20500;0;50000;;2;12777;19000;;;;24A3C (4X2 TRACTOR);20230828;;20240719;2023-08-28T00:00:00.000;2024-07-19T00:00:00.000;42082;e11*2007/46*0271*07;C3XA4F;N5RR3M67513XX3H4KAUC;0;;;;;;;;;;;;;;;;;;
00BFD2;Bedrijfsauto;VOLVO;FH;20140915;opleggertrekker;N.v.t.;N.v.t.;6;7504;7604;20140915;20140915;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2014-09-15T00:00:00.000;2014-09-15T00:00:00.000;2014-09-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;449;599;252;21000;0;50000;;2;12777;19500;;;;24A3C (4X2 TRACTOR);20231001;;20240715;2023-10-01T00:00:00.000;2024-07-15T00:00:00.000;42396;e11*2007/46*0271*07;C3XA4F;N5HR3L68013XX3H4KAUA;0;;;;;;;;;;;;;;;;;;
00BFD8;Bedrijfsauto;VOLVO;FE;20141006;tank v.v. gevaarl. Stoffen;N.v.t.;N.v.t.;6;8860;8960;20140926;20140926;Geen verstrekking in Open Data;Ja;;4;N3;r. balk by vooras;0.02;450;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2014-10-06T00:00:00.000;2014-09-26T00:00:00.000;2014-09-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;754;253;20500;;24000;;2;7698;20500;11640;;;FEB3C;20230722;;20240614;2023-07-22T00:00:00.000;2024-06-14T00:00:00.000;;;;;;;;;;;;;;;;;;;;;;;
00BFF4;Bedrijfsauto;VOLVO;FH;;opleggertrekker;N.v.t.;N.v.t.;6;6987;7087;20141119;20141119;Geen verstrekking in Open Data;Nee;0;4;N3;r. balk by vooras;0.04;370;Ja;Nee;Nee;;Niet geregistreerd;NG;Nee;;2014-11-19T00:00:00.000;2014-11-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;454;589;252;20500;0;50000;;2;12777;19000;;;;24A3C (4X2 TRACTOR);20220927;;20240114;2022-09-27T00:00:00.000;2024-01-14T00:00:00.000;42913;e11*2007/46*0271*07;C3XA4F;N6RR3L67513XX3H4KAUA;0;;;;;;;;;;;;;;;;;;
00BFH3;Bedrijfsauto;VOLVO;FH;20150112;opleggertrekker;N.v.t.;N.v.t.;6;7870;7970;20150112;20150112;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-01-12T00:00:00.000;2015-01-12T00:00:00.000;2015-01-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;462;621;252;20500;0;50000;;2;12777;19000;;;;24A3C;20240118;;20250106;2024-01-18T00:00:00.000;2025-01-06T00:00:00.000;42130;e11*2007/46*0271*08;C3XA4F;N5HR3L67513XX3H4KAUA;0;;;;;;;;;;;;;;;;;;
00BFH7;Bedrijfsauto;VOLVO;FM;20220830;opleggertrekker;N.v.t.;N.v.t.;6;7629;7729;20141103;20141103;Geen verstrekking in Open Data;Ja;;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-08-30T00:00:00.000;2014-11-03T00:00:00.000;2014-11-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;459;599;250;20100;;50000;;2;10837;18600;;42271;24000;2MA3C;20230623;;20241228;2023-06-23T00:00:00.000;2024-12-28T00:00:00.000;42271;;;;;;;;;;;;;;;;;;;;;;
00BFJ6;Bedrijfsauto;VOLVO;FH;20230130;opleggertrekker;N.v.t.;N.v.t.;6;7923;8023;20150102;20150102;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2023-01-30T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;454;599;252;19000;0;44000;;2;12777;19000;;;;24A3C;20231019;;20231019;2023-10-19T00:00:00.000;2023-10-19T00:00:00.000;35977;e11*2007/46*0271*08;C3XA4F;N5RR3M67511XX3M4KUUA;0;;;;;;;;;;;;;;;;;;
00BFK6;Bedrijfsauto;VOLVO;FH;20150709;opleggertrekker;N.v.t.;N.v.t.;6;8300;8400;20150116;20150116;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-07-09T00:00:00.000;2015-01-16T00:00:00.000;2015-01-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;457;599;254;21000;0;50000;;2;12777;19500;;;;24A3C;20240116;;20240112;2024-01-16T00:00:00.000;2024-01-12T00:00:00.000;41600;e11*2007/46*0271*08;C3XA4F;N5RR3M68013XX3H4KUUC;0;;;;;;;;;;;;;;;;;;
00BFL9;Bedrijfsauto;VOLVO;FH;20200731;opleggertrekker;N.v.t.;N.v.t.;6;7871;7971;20150102;20150102;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2020-07-31T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;457;599;252;20500;0;50000;;2;12777;19000;;;;24A3C;20240102;;20241209;2024-01-02T00:00:00.000;2024-12-09T00:00:00.000;42029;e11*2007/46*0271*09;C3XA4F;N5RR3M67513XX3H4KUUC;0;;;;;;;;;;;;;;;;;;
00BFN1;Bedrijfsauto;VOLVO;FE;20150115;vuilniswagen;N.v.t.;N.v.t.;6;13775;13875;20150102;20150102;Geen verstrekking in Open Data;Ja;;6;N3;r. balk by vooras;0.02;585;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-01-15T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;888;253;28000;;30000;;2;7698;28000;14225;;;FEF3C;20240102;;20231112;2024-01-02T00:00:00.000;2023-11-12T00:00:00.000;;;;;;;;;;;;;;;;;;;;;;;
00BFR7;Bedrijfsauto;VOLVO;FH;;opleggertrekker;N.v.t.;N.v.t.;6;7991;8091;20150227;20150227;Geen verstrekking in Open Data;Nee;0;4;N3;r. balk by vooras;0.04;380;Ja;Nee;Nee;;Niet geregistreerd;NG;Nee;;2015-02-27T00:00:00.000;2015-02-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;449;599;252;20100;0;50000;;2;12777;18600;;;;24A3C;;;20220514;;2022-05-14T00:00:00.000;41909;e11*2007/46*0271*09;C3XA4F;N5RR3L67113XX3H4KUUA;0;;;90;;;;;;;;;;;;;;;
00BFX7;Bedrijfsauto;VOLVO;FH;20230302;gecond. met temperatuurreg.;N.v.t.;N.v.t.;6;14984;15084;20150429;20150429;Geen verstrekking in Open Data;Ja;;6;N3;r. balk by vooras;0.02;657;Ja;Nee;Nee;;Niet geregistreerd;NG;Nee;2023-03-02T00:00:00.000;2015-04-29T00:00:00.000;2015-04-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;896;1068;260;27000;;50000;;2;12777;27000;12016;33000;24000;24J3C;20230429;750;20230226;2023-04-29T00:00:00.000;2023-02-26T00:00:00.000;;;;;;;;;;;;;;;;;;;;;;;
00BFX8;Bedrijfsauto;VOLVO;FH;20150501;opleggertrekker;N.v.t.;N.v.t.;6;12675;12775;20150501;20150501;Geen verstrekking in Open Data;Ja;;8;N3;r. balk by vooras;0.03;507;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-05-01T00:00:00.000;2015-05-01T00:00:00.000;2015-05-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;770;255;45000;;50000;;2;12777;37000;;;;24Q3C;20240501;;20250217;2024-05-01T00:00:00.000;2025-02-17T00:00:00.000;37225;;;;;;;;;;;;;;;;;;;;;;
00BGB5;Bedrijfsauto;VOLVO;FM;20201120;kipper;N.v.t.;N.v.t.;6;17940;18040;20150602;20150605;Geen verstrekking in Open Data;Ja;;10;N3;r. balk by vooras;0.02;710;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2020-11-20T00:00:00.000;2015-06-02T00:00:00.000;2015-06-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;960;255;53000;;;;2;12777;47000;29060;;;2MY3C;20240602;;20230514;2024-06-02T00:00:00.000;2023-05-14T00:00:00.000;;;;;;;;;;;;;;;;;;;;;;;
00BGD7;Bedrijfsauto;VOLVO;FH;20221125;opleggertrekker;N.v.t.;N.v.t.;6;7376;7476;20150714;20150714;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2022-11-25T00:00:00.000;2015-07-14T00:00:00.000;2015-07-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;449;599;249;20100;0;50000;;2;12777;19000;;;;24A3C;20230422;;20240324;2023-04-22T00:00:00.000;2024-03-24T00:00:00.000;42524;e11*2007/46*0271*11;C3XA4F;N5HL3L6751AXX3H4KUUA;0;;;;;;;;;;;;;;;;;;
00BGF3;Bedrijfsauto;VOLVO;FH;20150714;opleggertrekker;N.v.t.;N.v.t.;6;8175;8275;20150714;20150714;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-07-14T00:00:00.000;2015-07-14T00:00:00.000;2015-07-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;457;599;254;20100;0;50000;;2;12777;18600;;;;24A3C;20240308;;20250209;2024-03-08T00:00:00.000;2025-02-09T00:00:00.000;41725;e11*2007/46*0271*11;C3XA4F;N5RR3L67113XX3H4KUUC;0;;;;;;;;;;;;;;;;;;
00BGF7;Bedrijfsauto;VOLVO;FH;20150722;opleggertrekker;N.v.t.;N.v.t.;6;8023;8123;20150722;20150722;Geen verstrekking in Open Data;Ja;2;6;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-07-22T00:00:00.000;2015-07-22T00:00:00.000;2015-07-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;449;599;252;23500;0;50000;;2;12777;23500;;;;FHA3C;20240722;;20250526;2024-07-22T00:00:00.000;2025-05-26T00:00:00.000;41877;e4*2007/46*0456*04;C3XA6F;N2RR3L67511453H4KUUA;0;;;;;;;;;;;;;;;;;;
00BGG8;Bedrijfsauto;VOLVO;FH;20160602;opleggertrekker;N.v.t.;N.v.t.;6;8869;8969;20150921;20150921;Geen verstrekking in Open Data;Ja;2;6;N3;r. balk by vooras;0.04;410;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2016-06-02T00:00:00.000;2015-09-21T00:00:00.000;2015-09-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;467;651;254;27000;0;50000;;2;12777;27000;;;;24G3C;20230924;;20231005;2023-09-24T00:00:00.000;2023-10-05T00:00:00.000;41031;e11*2007/46*0273*11;C3XP6S;N5HR3M68019753H4KUUA;0;;;;;;;;;;;;;;;;;;
00BGH3;Bedrijfsauto;VOLVO;FH;;opleggertrekker;N.v.t.;N.v.t.;6;8311;8411;20150930;20150930;Geen verstrekking in Open Data;Nee;2;4;N3;r. balk by vooras;0.04;380;Ja;Nee;Nee;;Niet geregistreerd;NG;Nee;;2015-09-30T00:00:00.000;2015-09-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;454;599;254;20600;0;50000;;2;12777;19500;;;;24A3C;20220719;;20230702;2022-07-19T00:00:00.000;2023-07-02T00:00:00.000;41589;e11*2007/46*0271*11;C3XA4F;N5RR3M6801AXX3H4KUUC;0;;;;;;;;;;;;;;;;;;
00BGH8;Bedrijfsauto;VOLVO;FH;20151001;opleggertrekker;N.v.t.;N.v.t.;6;8885;8985;20151001;20151001;Geen verstrekking in Open Data;Ja;;6;N3;r. balk by vooras;0.04;410;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-10-01T00:00:00.000;2015-10-01T00:00:00.000;2015-10-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;651;255;27000;;50000;;2;12777;27000;;;;24G3C;20231005;;20230927;2023-10-05T00:00:00.000;2023-09-27T00:00:00.000;41015;;;;;;;;;;;;;;;;;;;;;;
00BGJ7;Bedrijfsauto;VOLVO;FH;20170601;opleggertrekker;N.v.t.;N.v.t.;6;8627;8727;20151002;20151002;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2017-06-01T00:00:00.000;2015-10-02T00:00:00.000;2015-10-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;449;621;254;21000;0;50000;;2;12777;19500;;;;24A3C;20231002;;20240718;2023-10-02T00:00:00.000;2024-07-18T00:00:00.000;41273;e11*2007/46*0271*11;C3XA4F;N2RR3N68013XX3H4KUUC;0;;;;;;;;;;;;;;;;;;
00BGJ8;Bedrijfsauto;VOLVO;FL6H;;veewagen;N.v.t.;N.v.t.;6;7090;7190;20051214;20151013;Geen verstrekking in Open Data;Nee;;4;N2;r. balk v. vooras;0.02;460;Ja;Nee;Nee;;Niet geregistreerd;NG;Nee;;2005-12-14T00:00:00.000;2015-10-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;775;250;11990;;;;2;5480;11990;4900;;;;20221002;;20220921;2022-10-02T00:00:00.000;2022-09-21T00:00:00.000;;;;;;;;;;;;;;;;;;;;;;;
00BGK3;Bedrijfsauto;VOLVO;FH;20200828;opleggertrekker;N.v.t.;N.v.t.;6;7906;8006;20151007;20151007;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2020-08-28T00:00:00.000;2015-10-07T00:00:00.000;2015-10-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;459;599;254;20500;0;50000;;2;12777;19000;;;;24A3C;20231017;;20231004;2023-10-17T00:00:00.000;2023-10-04T00:00:00.000;41994;e11*2007/46*0271*12;C3XA4F;N5RR3M67513XX3H4KAUA;0;;;;;;;;;;;;;;;;;;
00BGK4;Bedrijfsauto;VOLVO;FM 10X4 R;20151126;kipper;N.v.t.;N.v.t.;6;19570;19670;20150930;20151001;Geen verstrekking in Open Data;Ja;;10;N3;r. balk v. vooras;0.02;745;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-11-26T00:00:00.000;2015-09-30T00:00:00.000;2015-10-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;1030;255;53000;;;;2;12777;50000;30430;;;;20230917;;20230902;2023-09-17T00:00:00.000;2023-09-02T00:00:00.000;;;;;;;;;;;;;;;;;;;;;;;
00BGL1;Bedrijfsauto;VOLVO;FH;20151105;opleggertrekker;N.v.t.;N.v.t.;6;9142;9242;20151105;20151105;Geen verstrekking in Open Data;Ja;2;8;N3;op balk v. r.;0.04;410;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-11-05T00:00:00.000;2015-11-05T00:00:00.000;2015-11-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;651;254;27000;0;50000;;2;12777;27000;;;;24G3C;20231105;;20230916;2023-11-05T00:00:00.000;2023-09-16T00:00:00.000;40758;e11*2007/46*0273*11;C3XP6S;N5VR3M68019753H4KUUA;0;0.00;;;;;;;;;;;;;;;;;
00BGL9;Bedrijfsauto;VOLVO;FH;20151201;opleggertrekker;N.v.t.;N.v.t.;6;8213;8313;20151201;20151201;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-12-01T00:00:00.000;2015-12-01T00:00:00.000;2015-12-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;457;599;252;20500;0;50000;;2;12777;19000;;;;24A3C;20231126;;20231103;2023-11-26T00:00:00.000;2023-11-03T00:00:00.000;41687;e11*2007/46*0271*12;C3XA4F;N5RR3L67513XX3H4KUUC;0;;;;;;;;;;;;;;;;;;
00BGN6;Bedrijfsauto;VOLVO;VOLVO FMFH E4;20151120;open laadvloer;N.v.t.;N.v.t.;6;11795;11895;20070212;20151117;Geen verstrekking in Open Data;Ja;;6;N3;r. balk v. vooras;0.03;658;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-11-20T00:00:00.000;2007-02-12T00:00:00.000;2015-11-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;888;1081;255;26100;;33000;;2;12780;26000;14205;;18000;FMFH 62L 7.1 E4;20240117;;20240112;2024-01-17T00:00:00.000;2024-01-12T00:00:00.000;;;;;;;;;;;;;;;;;;;;;;;
00BGP7;Bedrijfsauto;VOLVO;FH;;opleggertrekker;N.v.t.;N.v.t.;6;8078;8178;20160217;20160217;Geen verstrekking in Open Data;Nee;2;6;N3;op balk v. r.;0.04;380;Ja;Nee;Nee;;Niet geregistreerd;NG;Nee;;2016-02-17T00:00:00.000;2016-02-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;457;621;254;20500;0;50000;;2;12777;19000;;;;24A3C;20221125;;20231124;2022-11-25T00:00:00.000;2023-11-24T00:00:00.000;41822;e11*2007/46*0271*12;C3XA4F;N5RR3L67513XX3H4KAUC;0;0.00;;;;;;;;;;;;;;;;;
