kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;maximale_constructiesnelheid;maximum_ondersteunende_snelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
45NXV7;Personenauto;TESLA;ROADSTER;20230804;20161227;cabriolet;2;GRIJS;Niet geregistreerd;0;1235;1460;1335;20110103;20110103;Geen verstrekking in Open Data;110937;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-08-04T00:00:00.000;2016-12-27T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
45NZX4;Personenauto;TESLA;TESLA ROADSTER;20240315;20221205;cabriolet;2;GRIJS;Niet geregistreerd;0;1335;1460;1435;20110103;20110103;Geen verstrekking in Open Data;118524;Ja;2;4;0;0;395;0;M1;tegen r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-03-15T00:00:00.000;2022-12-05T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
46SNX4;Personenauto;TESLA;ROADSTER;20231102;20210116;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20111102;20111102;Geen verstrekking in Open Data;106029;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-11-02T00:00:00.000;2021-01-16T00:00:00.000;2011-11-02T00:00:00.000;2011-11-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
47TDT7;Personenauto;TESLA;ROADSTER;20240323;20161223;cabriolet;2;GRIJS;Niet geregistreerd;0;1235;1460;1335;20120109;20120109;Geen verstrekking in Open Data;120226;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-03-23T00:00:00.000;2016-12-23T00:00:00.000;2012-01-09T00:00:00.000;2012-01-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
47XVD9;Personenauto;TESLA;ROADSTER;20230923;20120816;cabriolet;2;ZWART;Niet geregistreerd;;1235;1460;1335;20120816;20120816;Geen verstrekking in Open Data;100675;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-09-23T00:00:00.000;2012-08-16T00:00:00.000;2012-08-16T00:00:00.000;2012-08-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
48KVD2;Personenauto;TESLA;TESLA ROADSTER;20240325;20100211;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20100211;20100211;Geen verstrekking in Open Data;156881;Ja;2;4;0;0;394;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-03-25T00:00:00.000;2010-02-11T00:00:00.000;2010-02-11T00:00:00.000;2010-02-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
56ZJJ9;Personenauto;TESLA;ROADSTER;20230711;20121129;cabriolet;2;GRIJS;Niet geregistreerd;;1235;1460;1335;20121129;20121129;Geen verstrekking in Open Data;94775;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-07-11T00:00:00.000;2012-11-29T00:00:00.000;2012-11-29T00:00:00.000;2012-11-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
57PBG6;Personenauto;TESLA;TESLA ROADSTER;20240131;20110103;cabriolet;2;ZWART;Niet geregistreerd;0;1335;1460;1435;20110103;20110103;Geen verstrekking in Open Data;114716;Ja;2;4;0;0;395;0;M1;tegen r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-01-31T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
59PXG2;Personenauto;TESLA;ROADSTER;20240426;20110405;cabriolet;2;BLAUW;Niet geregistreerd;0;1235;1460;1335;20110405;20110405;Geen verstrekking in Open Data;99960;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-04-26T00:00:00.000;2011-04-05T00:00:00.000;2011-04-05T00:00:00.000;2011-04-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
61SPK6;Personenauto;TESLA;ROADSTER;20231207;20150916;cabriolet;2;BLAUW;Niet geregistreerd;0;1235;1460;1335;20111108;20111108;Geen verstrekking in Open Data;131614;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-12-07T00:00:00.000;2015-09-16T00:00:00.000;2011-11-08T00:00:00.000;2011-11-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
63NRV8;Personenauto;TESLA;TESLA ROADSTER;20231103;20110406;cabriolet;2;BLAUW;Niet geregistreerd;0;1235;1460;1335;20101103;20101103;Geen verstrekking in Open Data;127830;Ja;2;4;;;;;M1;r. balk by vooras;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2022;Logisch;00;Ja;2023-11-03T00:00:00.000;2011-04-06T00:00:00.000;2010-11-03T00:00:00.000;2010-11-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
64LVS2;Personenauto;TESLA;TESLA ROADSTER;20230615;20200618;cabriolet;2;ROOD;Niet geregistreerd;0;1235;1460;1335;20100707;20100707;Geen verstrekking in Open Data;105077;Ja;2;4;0;0;394;0;M1;r. voorwielscherm;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-06-15T00:00:00.000;2020-06-18T00:00:00.000;2010-07-07T00:00:00.000;2010-07-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
65NRV8;Personenauto;TESLA;TESLA ROADSTER;20240106;20101103;cabriolet;2;GROEN;Niet geregistreerd;0;1235;1460;1335;20101103;20101103;Geen verstrekking in Open Data;139468;Ja;2;4;;;;;M1;r. balk by vooras;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2022;Logisch;00;Ja;2024-01-06T00:00:00.000;2010-11-03T00:00:00.000;2010-11-03T00:00:00.000;2010-11-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
65RGL7;Personenauto;TESLA;ROADSTER;20240519;20220908;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20110519;20110519;Geen verstrekking in Open Data;101745;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-05-19T00:00:00.000;2022-09-08T00:00:00.000;2011-05-19T00:00:00.000;2011-05-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
66XKL6;Personenauto;TESLA;ROADSTER;20230716;20120626;cabriolet;2;GRIJS;Niet geregistreerd;;1235;1460;1335;20120626;20120626;Geen verstrekking in Open Data;103000;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-07-16T00:00:00.000;2012-06-26T00:00:00.000;2012-06-26T00:00:00.000;2012-06-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
67LJN1;Personenauto;TESLA;TYPE 001;20200605;20181103;cabriolet;2;ZWART;Niet geregistreerd;0;1235;1460;1335;20100427;20100427;Geen verstrekking in Open Data;99960;Nee;2;4;0;0;394;0;M1;by r. voorwielscherm;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2019;Logisch;00;Ja;2020-06-05T00:00:00.000;2018-11-03T00:00:00.000;2010-04-27T00:00:00.000;2010-04-27T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
69PXS4;Personenauto;TESLA;ROADSTER;20230602;20221104;cabriolet;2;ZWART;Niet geregistreerd;0;1235;1460;1335;20110411;20110411;Geen verstrekking in Open Data;126288;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-06-02T00:00:00.000;2022-11-04T00:00:00.000;2011-04-11T00:00:00.000;2011-04-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
74NHF6;Personenauto;TESLA;TESLA ROADSTER;20221103;20220906;coupe;2;ZWART;Niet geregistreerd;0;1235;1460;1335;20100910;20100910;Geen verstrekking in Open Data;107011;Ja;2;4;;;;;M1;r. voorwielscherm;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2021;Logisch;00;Ja;2022-11-03T00:00:00.000;2022-09-06T00:00:00.000;2010-09-10T00:00:00.000;2010-09-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
74NLH4;Personenauto;TESLA;ROADSTER SPORT;20240124;20101005;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20101005;20101005;Geen verstrekking in Open Data;99960;Ja;2;4;;;;;M1;r. balk v. vooras;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2023;Logisch;00;Ja;2024-01-24T00:00:00.000;2010-10-05T00:00:00.000;2010-10-05T00:00:00.000;2010-10-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
7TTR11;Personenauto;TESLA;ROADSTER;20240310;20191209;cabriolet;2;ORANJE;Niet geregistreerd;0;1235;1460;1335;20111208;20140508;Geen verstrekking in Open Data;117810;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;0;0.03;235;Nee;Nee;Nee;0;0;2023;Geen oordeel;05;Ja;2024-03-10T00:00:00.000;2019-12-09T00:00:00.000;2011-12-08T00:00:00.000;2014-05-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
80ZFL1;Personenauto;TESLA;ROADSTER;20231031;20121031;cabriolet;2;GRIJS;Niet geregistreerd;;1235;1460;1335;20121031;20121031;Geen verstrekking in Open Data;91725;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-10-31T00:00:00.000;2012-10-31T00:00:00.000;2012-10-31T00:00:00.000;2012-10-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
83PJZ9;Personenauto;TESLA;ROADSTER;20230830;20151231;cabriolet;2;ZWART;Niet geregistreerd;0;1235;1460;1335;20110207;20110207;Geen verstrekking in Open Data;113764;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;0;0.17;235;Nee;Nee;Nee;0;0;2022;Geen oordeel;07;Ja;2023-08-30T00:00:00.000;2015-12-31T00:00:00.000;2011-02-07T00:00:00.000;2011-02-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
83SJH9;Personenauto;TESLA;ROADSTER;20230823;20151006;cabriolet;2;GROEN;Niet geregistreerd;0;1235;1460;1335;20100809;20111011;Geen verstrekking in Open Data;107219;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*02;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2022;Geen oordeel;05;Ja;2023-08-23T00:00:00.000;2015-10-06T00:00:00.000;2010-08-09T00:00:00.000;2011-10-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
84TDT8;Personenauto;TESLA;ROADSTER;20240317;20120109;cabriolet;2;ROOD;Niet geregistreerd;0;1235;1460;1335;20120109;20120109;Geen verstrekking in Open Data;111622;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-03-17T00:00:00.000;2012-01-09T00:00:00.000;2012-01-09T00:00:00.000;2012-01-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
91RDL7;Personenauto;TESLA;ROADSTER;20200920;20191007;cabriolet;2;GRIJS;Niet geregistreerd;0;1235;1460;1335;20110503;20110503;Geen verstrekking in Open Data;109242;Nee;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2019;Logisch;00;Ja;2020-09-20T00:00:00.000;2019-10-07T00:00:00.000;2011-05-03T00:00:00.000;2011-05-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
92LXT7;Personenauto;TESLA;TESLA ROADSTER;20231005;20210406;cabriolet;2;BLAUW;Niet geregistreerd;0;1335;1460;1435;20100716;20100716;Geen verstrekking in Open Data;99960;Ja;2;4;;;;;M1;r. balk by vooras;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2022;Onlogisch;04;Ja;2023-10-05T00:00:00.000;2021-04-06T00:00:00.000;2010-07-16T00:00:00.000;2010-07-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
95KBL8;Personenauto;TESLA;TESLA ROADSTER;20151005;20160211;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20091005;20091005;Geen verstrekking in Open Data;;Nee;2;4;0;0;394;0;M1;r. v. vooras;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2014;Logisch;00;Ja;2015-10-05T00:00:00.000;2016-02-11T00:00:00.000;2009-10-05T00:00:00.000;2009-10-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
95RRB5;Personenauto;TESLA;ROADSTER;20230711;20131230;cabriolet;2;ORANJE;Niet geregistreerd;0;1235;1460;1335;20110309;20110706;Geen verstrekking in Open Data;126259;Ja;2;4;;;;;M1;r. balk v. vooras;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2022;Geen oordeel;05;Ja;2023-07-11T00:00:00.000;2013-12-30T00:00:00.000;2011-03-09T00:00:00.000;2011-07-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
95RRJ7;Personenauto;TESLA;ROADSTER;20230706;20140505;cabriolet;2;GRIJS;Niet geregistreerd;0;1235;1460;1335;20110706;20110706;Geen verstrekking in Open Data;131612;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-07-06T00:00:00.000;2014-05-05T00:00:00.000;2011-07-06T00:00:00.000;2011-07-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
96NXJ1;Personenauto;TESLA;TESLA ROADSTER;20210312;20220928;cabriolet;2;GEEL;Niet geregistreerd;0;1235;1460;1335;20110103;20110103;Geen verstrekking in Open Data;115935;Nee;2;4;;;;;M1;r. voorwielscherm;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2022;Logisch;00;Ja;2021-03-12T00:00:00.000;2022-09-28T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
96TTR1;Personenauto;TESLA;ROADSTER;20231108;20181121;cabriolet;2;BLAUW;Niet geregistreerd;;1235;1460;1335;20120406;20120406;Geen verstrekking in Open Data;113700;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;02 ROADSTER SPORT;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-11-08T00:00:00.000;2018-11-21T00:00:00.000;2012-04-06T00:00:00.000;2012-04-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
99KJK4;Personenauto;TESLA;TESLA ROADSTER;20240120;20110831;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20091202;20091202;Geen verstrekking in Open Data;;Ja;2;4;0;0;394;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-01-20T00:00:00.000;2011-08-31T00:00:00.000;2009-12-02T00:00:00.000;2009-12-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
99SRH5;Personenauto;TESLA;ROADSTER;20231223;20210714;cabriolet;2;ORANJE;Niet geregistreerd;0;1235;1460;1335;20111118;20111118;Geen verstrekking in Open Data;143476;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-12-23T00:00:00.000;2021-07-14T00:00:00.000;2011-11-18T00:00:00.000;2011-11-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
99TZG6;Personenauto;TESLA;ROADSTER;20231006;20210129;cabriolet;2;GRIJS;Niet geregistreerd;;1235;1460;1335;20120427;20120427;Geen verstrekking in Open Data;95800;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-10-06T00:00:00.000;2021-01-29T00:00:00.000;2012-04-27T00:00:00.000;2012-04-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
